c6672d0be073660f1634bf8890bb00a7,https://www.mycareersfuture.sg/job/cell-leader-quotient-search-c6672d0be073660f1634bf8890bb00a7,QUOTIENT SEARCH PTE. LTD.,Cell Leader (Aerospace),"Permanent, Full Time",Executive,"Engineering, Manufacturing","<ul>
<li>Plan and establish production work schedules &amp; job assignments to ensure organization goals &amp; objectives are achieved.</li>
<li>Responsible for daily Cell operations and manufacturing priority.</li>
<li>Lead team to achieve and maintain high standard of 6S and housekeeping.</li>
<li>Support and participate in company system initiatives.</li>
<li>Communicate, coordinate and interface with other cells for parts process flow &amp; resolving problems in timely manner.</li>
<li>Ensure proper and accurate updating of ERP system (Syteline).</li>
<li>Organize and schedule overtime on critical orders for Cell associates and ensure that it is within the statutory limit.</li>
<li>Source and raise purchase requisitions for consumables / tooling.</li>
<li>Conduct routine meetings with respective personnel.</li>
<li>Compliance to HSE regulations during course of duties and within the Cell.</li>
<li>Escalate all issues impacting product quality to immediate supervisor/manager without delays.</li>
<li>Perform related duties as assigned.</li>
<li>Formulate Cell associates' training plan to develop a multi-skill &amp; autonomy workforce.</li>
<li>Responsible for management and resolution of Cell associates' grievances and disciplinary issues.</li>
<li>Manage attendance and leave schedule of Cell associates.</li>
<li>Conduct annual performance review for Cell associates. </li>
</ul><br/><ul> <li>3-5 years of experience in burn in/ test development</li> <li>Knowledge on Burn in Board/test hardware design and debug.</li> <li>Proficient with programming languages VB.NET, C#, MySQL.</li> <li>Familiar with object-oriented programming paradigm.</li> <li>Knowledge of software automation ( Jenkins), development environment( Visual Studio), and version control System( SVN,GIT).</li> <li>Knowledge of microcontroller and embedded SRAM/Flash test development.</li> <li>Experience working with BE production test team on new product introduction is preferred.</li> </ul>",05:08.2
cc524e1215b4d3d86488c54948a4cfa8,https://www.mycareersfuture.sg/job/head-products-rs-recruitment-agency-cc524e1215b4d3d86488c54948a4cfa8,RS RECRUITMENT AGENCY LLP,Head of Products,Permanent,Senior Management,Information Technology,"<ul>
<li>Work with the founding team to develop product strategy and roadmap</li>
<li>Work with other leaders at from sales, ops, finance, and marketing to develop a product roadmap that meets their objectives and challenges</li>
<li>Lead the product team. Present product strategy, roadmaps, and changes that are happening in product.</li>
<li>Identify and drive key cross-company initiatives that product is uniquely suited to manage</li>
<li>Encourage development processes where iteration and applying learnings are pillars to the process</li>
<li>Create a culture that enables healthy collaboration and shared ownership between product, design, and engineering</li>
<li>Establish cross-company processes that enable business stakeholders to provide feedback and give them a voice in the process</li>
<li>Provide frameworks for product managers to create strategy and roadmaps for their own areas</li>
<li>Constantly tweak and improve these processes to match a changing and growing company environment</li>
<li>Build an incredible team. Identify the skills needed to fulfill product roadmap and recruit product managers possessing those skills.</li>
<li>Mentor your reports and enable them to constantly improve and reach their long-term goals</li>
<li>Give clarity of purpose and generate energy for your team</li>
</ul><br/><ul> <li>3-5 years of experience in burn in/ test development</li> <li>Knowledge on Burn in Board/test hardware design and debug.</li> <li>Proficient with programming languages VB.NET, C#, MySQL.</li> <li>Familiar with object-oriented programming paradigm.</li> <li>Knowledge of software automation ( Jenkins), development environment( Visual Studio), and version control System( SVN,GIT).</li> <li>Knowledge of microcontroller and embedded SRAM/Flash test development.</li> <li>Experience working with BE production test team on new product introduction is preferred.</li> </ul>",05:08.2
aedfe74bc5142d9fb2391fa5462a5e4a,https://www.mycareersfuture.sg/job/sales-applications-engineer-goodman-employment-agency-aedfe74bc5142d9fb2391fa5462a5e4a,GOODMAN EMPLOYMENT AGENCY,Sales Applications Engineer,"Permanent, Full Time",Executive,"Engineering, Sales / Retail","<p><u><strong>Sales Applications Engineer</strong></u></p><br/><ul> <li>3-5 years of experience in burn in/ test development</li> <li>Knowledge on Burn in Board/test hardware design and debug.</li> <li>Proficient with programming languages VB.NET, C#, MySQL.</li> <li>Familiar with object-oriented programming paradigm.</li> <li>Knowledge of software automation ( Jenkins), development environment( Visual Studio), and version control System( SVN,GIT).</li> <li>Knowledge of microcontroller and embedded SRAM/Flash test development.</li> <li>Experience working with BE production test team on new product introduction is preferred.</li> </ul>",05:08.2
4ea3767512c8e650edc97bc6e5702be7,https://www.mycareersfuture.sg/job/childcare-principal-kf-employment-consultants-4ea3767512c8e650edc97bc6e5702be7,KF EMPLOYMENT CONSULTANTS,Childcare Principal,Full Time,Executive,Professional Services,"<p><strong>Salay : $5000 to $7000</strong></p><br/><ul> <li>3-5 years of experience in burn in/ test development</li> <li>Knowledge on Burn in Board/test hardware design and debug.</li> <li>Proficient with programming languages VB.NET, C#, MySQL.</li> <li>Familiar with object-oriented programming paradigm.</li> <li>Knowledge of software automation ( Jenkins), development environment( Visual Studio), and version control System( SVN,GIT).</li> <li>Knowledge of microcontroller and embedded SRAM/Flash test development.</li> <li>Experience working with BE production test team on new product introduction is preferred.</li> </ul>",05:08.2
ea82d78348aa623774770c010b1628fb,https://www.mycareersfuture.sg/job/claims-business-analyst-chubb-asia-pacific-ea82d78348aa623774770c010b1628fb,CHUBB ASIA PACIFIC PTE. LTD.,Claims Business Analyst,Full Time,Senior Executive,Insurance,"<p>This role reports to the Regional Claims Technical Services Manager who has in charge 4 areas: Vendor Management, Recovery, Fraud and Quality.The main responsibilities will be to primarly support 2 areas: Vendor Management and Recovery in terms of data analysis, systems, processes etc. <br/>
<br/>
The position will be responsible for the analysis and reporting of Asia Pacific's Claims Vendor Management and Recovery key business metrics, KPIs, spend analytics across all lines of business. This position is also required to assist in country stakeholders in using procurement platforms and tools, as well as the preparation of presentation materials to senior management and provide the business with relevant information/reports to support business decisions. <br/>
<br/>
In addition this role will also provide Business Analysis to various ongoing projects and new initiatives.<br/>
<br/>
<u>Vendor Management support</u><br/>
- Support in scoping together with the Business, Business requirements and size of the initiave<br/>
- Provide spend data analysis<br/>
- Support due diligence process (use of the tools, engage with external and internal stakeholders)<br/>
<br/>
<u>Recovery support</u><br/>
- Support in scoping out Business Requirements <br/>
- Engage with all countries to understand reports needs and how they can be built and automated<br/>
- Generate monthly reports<br/>
<br/>
<u>Business Analysis</u><br/>
- Produce written documentation to support your work, report on your findings and to present to stakeholders when necessary.<br/>
- Be responsible for understanding, analysing and interpreting business requirements and needs, liaising with key stakeholders to ensure that deliverables meet the needs of internal departments.<br/>
- Prepare requirement analysis and business cases for new projects.<br/>
<br/>
<strong>Requirements:</strong><br/>
<br/>
· Experience in Business analytics<br/>
· Experience in Insurance industry will be preferred<br/>
· Experience in Claims Operations/ Vendor Management across multiple vendor categories would be preferred.<br/>
· Knowledge of Claims vendors and vendor market would be preferred</p><br/><ul> <li>3-5 years of experience in burn in/ test development</li> <li>Knowledge on Burn in Board/test hardware design and debug.</li> <li>Proficient with programming languages VB.NET, C#, MySQL.</li> <li>Familiar with object-oriented programming paradigm.</li> <li>Knowledge of software automation ( Jenkins), development environment( Visual Studio), and version control System( SVN,GIT).</li> <li>Knowledge of microcontroller and embedded SRAM/Flash test development.</li> <li>Experience working with BE production test team on new product introduction is preferred.</li> </ul>",05:08.2
821363f2598a3a3fc931a77d1a036ca6,https://www.mycareersfuture.sg/job/project-manager-r-systems-821363f2598a3a3fc931a77d1a036ca6,R SYSTEMS (SINGAPORE) PTE LIMITED,Project Manager,Full Time,Manager,Information Technology,"<p>Looking for Project Manager who can handle IT Projects </p><br/><ul> <li>3-5 years of experience in burn in/ test development</li> <li>Knowledge on Burn in Board/test hardware design and debug.</li> <li>Proficient with programming languages VB.NET, C#, MySQL.</li> <li>Familiar with object-oriented programming paradigm.</li> <li>Knowledge of software automation ( Jenkins), development environment( Visual Studio), and version control System( SVN,GIT).</li> <li>Knowledge of microcontroller and embedded SRAM/Flash test development.</li> <li>Experience working with BE production test team on new product introduction is preferred.</li> </ul>",05:08.2
bc255a4253bb96809500756d7039b97b,https://www.mycareersfuture.sg/job/business-analyst-short-term-r-systems-bc255a4253bb96809500756d7039b97b,R SYSTEMS (SINGAPORE) PTE LIMITED,Business Analyst : Short Term,Contract,Senior Executive,Information Technology,"<ul>
<li>Serves as the liaison and the reference point between the business and the technical analyst in making sure the requirements are clearly understood and translated to the functional requirements by leveraging on the resources and skill-set within and across the work-streams.</li>
<li><strong>Support functional lead for CWS (our customer portal) </strong>and is responsible to analyze processes and best practices among work-streams to ensure the system is delivered with maximize synergies, quality and efficiencies.</li>
<li>Support delivery manager closely in areas requiring systems and business domain knowledge.</li>
</ul><br/><ul> <li>3-5 years of experience in burn in/ test development</li> <li>Knowledge on Burn in Board/test hardware design and debug.</li> <li>Proficient with programming languages VB.NET, C#, MySQL.</li> <li>Familiar with object-oriented programming paradigm.</li> <li>Knowledge of software automation ( Jenkins), development environment( Visual Studio), and version control System( SVN,GIT).</li> <li>Knowledge of microcontroller and embedded SRAM/Flash test development.</li> <li>Experience working with BE production test team on new product introduction is preferred.</li> </ul>",05:08.2
f73df8486b8991420c1438d54b8922b5,https://www.mycareersfuture.sg/job/technician-–-security-surveillance-systems-goodman-employment-agency-f73df8486b8991420c1438d54b8922b5,GOODMAN EMPLOYMENT AGENCY,"Technician (Electrical, Electronics, Mechanical) - Security Surveillance Systems","Permanent, Full Time",Fresh/entry level,"Building and Construction, Engineering, Repair and Maintenance","<p><u><strong>Technician</strong></u> (Electrical, Electronics, Mechanical) - Security Surveillance Systems</p><br/><ul> <li>3-5 years of experience in burn in/ test development</li> <li>Knowledge on Burn in Board/test hardware design and debug.</li> <li>Proficient with programming languages VB.NET, C#, MySQL.</li> <li>Familiar with object-oriented programming paradigm.</li> <li>Knowledge of software automation ( Jenkins), development environment( Visual Studio), and version control System( SVN,GIT).</li> <li>Knowledge of microcontroller and embedded SRAM/Flash test development.</li> <li>Experience working with BE production test team on new product introduction is preferred.</li> </ul>",05:08.2
28085c5a6e37959b8b695de90d2ca218,https://www.mycareersfuture.sg/job/master-hairstylist-super-star-hair-dressing-beautician-28085c5a6e37959b8b695de90d2ca218,SUPER STAR HAIR DRESSING & BEAUTICIAN PTE. LTD.,Master Hairstylist,Full Time,Executive,Customer Service,<p>Being able to bring in more customers through our excellent service. <br/> abke to manage the team</p><br/><p>Able to lead a team of 3-7 members  <br/> Able to handle fast pace during peak hours</p>,05:08.2
45a64e6de2fea61f8c66996219c84296,https://www.mycareersfuture.sg/job/research-associate-analyst-financial-sector-–-singapore-macquarie-capital-securities-45a64e6de2fea61f8c66996219c84296,HUDSON RPO (SINGAPORE) PTE. LTD.,"Research Associate Analyst, Financial Sector - Singapore",Permanent,Professional,Banking and Finance,"<p>Join a high performing equities research team with momentum in Asia. With an entrepreneurial culture, Macquarie has one of the global financial services industry's top performing profitability, growth and shareholder returns. </p><br/><p>As the successful candidate, you will have a tertiary qualification in a quantitative, math, finance or accounting discipline. You should have prior experience gained from equity research area, and some experience in supporting a lead sell-side analyst covering financial stocks (banking/exchanges). You are numerically inclined, with financial analysis, math and accounting skills. Your exceptional communication skills will support you in building good relationships with clients and we appreciate you will enjoy communicating at all levels with the sales team. Python and equivalent skills is a plus and lastly you are fluent in English.</p>",05:08.2
,,,,,,,,
2a771a48fe63d1cc3f3cf1f10caf3c37,https://www.mycareersfuture.sg/job/software-engineer-comfort-transportation-013eec73a909be959b7ff3b4076c528e,COMFORT TRANSPORTATION PTE LTD,Software Engineer (Mobile Payment Solutions),"Contract, Full Time",Executive,Information Technology,<p>· Develop and maintain software applications for payment systems</p><br/>,11:40.1
243aa4ac442db634dcafec55f18d86c4,https://www.mycareersfuture.sg/job/executive-agile-squad-comfort-transportation-e6e805d803a4e13de83d57feff4e6b3f,COMFORT TRANSPORTATION PTE LTD,"Executive, Agile Squad",Permanent,Executive,Others,<p>· Deliver projects that provide exceptional business values to users</p><br/>,11:40.1
9e5f70ae85ad2716e7e71cbb5619843c,https://www.mycareersfuture.sg/job/marketing-event-executive-nexrealm-productions-9a585d7e46fcc569285b79b9bd1fd9f5,NEXREALM PRODUCTIONS LLP,Marketing & Event Executive,Full Time,Executive,"Events / Promotions, Marketing / Public Relations, Sales / Retail",<p>&lt;&lt;Marketing &amp; Sales:&gt;&gt;</p><br/>,11:40.1
d15b215ace5b3142f6ad36700254c6f2,https://www.mycareersfuture.sg/job/gm-–-program-office-nextgen-aap-daimler-financial-services-africa-asia-pacific-458ac97b6c4a7ef9bc2b2b2c095959de,DAIMLER FINANCIAL SERVICES AFRICA & ASIA PACIFIC LTD.,GM - Program Office NextGen AAP,"Permanent, Full Time",Senior Management,Banking and Finance,"<p>-Business lead of overall NextGen program, which is the most significant IT project in China so far, both in terms of complexity and financially.</p><br/>",11:40.1
3888a6acb132a0bf1fd2697b3977801b,https://www.mycareersfuture.sg/job/cell-leader-quotient-search-c6672d0be073660f1634bf8890bb00a7,QUOTIENT SEARCH PTE. LTD.,Cell Leader (Aerospace),"Permanent, Full Time",Executive,"Engineering, Manufacturing","<ul>
<li>Plan and establish production work schedules &amp; job assignments to ensure organization goals &amp; objectives are achieved.</li>
<li>Responsible for daily Cell operations and manufacturing priority.</li>
<li>Lead team to achieve and maintain high standard of 6S and housekeeping.</li>
<li>Support and participate in company system initiatives.</li>
<li>Communicate, coordinate and interface with other cells for parts process flow &amp; resolving problems in timely manner.</li>
<li>Ensure proper and accurate updating of ERP system (Syteline).</li>
<li>Organize and schedule overtime on critical orders for Cell associates and ensure that it is within the statutory limit.</li>
<li>Source and raise purchase requisitions for consumables / tooling.</li>
<li>Conduct routine meetings with respective personnel.</li>
<li>Compliance to HSE regulations during course of duties and within the Cell.</li>
<li>Escalate all issues impacting product quality to immediate supervisor/manager without delays.</li>
<li>Perform related duties as assigned.</li>
<li>Formulate Cell associates' training plan to develop a multi-skill &amp; autonomy workforce.</li>
<li>Responsible for management and resolution of Cell associates' grievances and disciplinary issues.</li>
<li>Manage attendance and leave schedule of Cell associates.</li>
<li>Conduct annual performance review for Cell associates. </li>
</ul><br/>",11:40.1
02d84d614dd47d2e465baadef1ec703b,https://www.mycareersfuture.sg/job/head-products-rs-recruitment-agency-cc524e1215b4d3d86488c54948a4cfa8,RS RECRUITMENT AGENCY LLP,Head of Products,Permanent,Senior Management,Information Technology,"<ul>
<li>Work with the founding team to develop product strategy and roadmap</li>
<li>Work with other leaders at from sales, ops, finance, and marketing to develop a product roadmap that meets their objectives and challenges</li>
<li>Lead the product team. Present product strategy, roadmaps, and changes that are happening in product.</li>
<li>Identify and drive key cross-company initiatives that product is uniquely suited to manage</li>
<li>Encourage development processes where iteration and applying learnings are pillars to the process</li>
<li>Create a culture that enables healthy collaboration and shared ownership between product, design, and engineering</li>
<li>Establish cross-company processes that enable business stakeholders to provide feedback and give them a voice in the process</li>
<li>Provide frameworks for product managers to create strategy and roadmaps for their own areas</li>
<li>Constantly tweak and improve these processes to match a changing and growing company environment</li>
<li>Build an incredible team. Identify the skills needed to fulfill product roadmap and recruit product managers possessing those skills.</li>
<li>Mentor your reports and enable them to constantly improve and reach their long-term goals</li>
<li>Give clarity of purpose and generate energy for your team</li>
</ul><br/>",11:40.1
013eec73a909be959b7ff3b4076c528e,https://www.mycareersfuture.sg/job/sales-applications-engineer-goodman-employment-agency-aedfe74bc5142d9fb2391fa5462a5e4a,GOODMAN EMPLOYMENT AGENCY,Sales Applications Engineer,"Permanent, Full Time",Executive,"Engineering, Sales / Retail",<p><u><strong>Sales Applications Engineer</strong></u></p><br/>,11:40.1
e6e805d803a4e13de83d57feff4e6b3f,https://www.mycareersfuture.sg/job/childcare-principal-kf-employment-consultants-4ea3767512c8e650edc97bc6e5702be7,KF EMPLOYMENT CONSULTANTS,Childcare Principal,Full Time,Executive,Professional Services,<p><strong>Salay : $5000 to $7000</strong></p><br/>,11:40.1
9a585d7e46fcc569285b79b9bd1fd9f5,https://www.mycareersfuture.sg/job/claims-business-analyst-chubb-asia-pacific-ea82d78348aa623774770c010b1628fb,CHUBB ASIA PACIFIC PTE. LTD.,Claims Business Analyst,Full Time,Senior Executive,Insurance,"<p>This role reports to the Regional Claims Technical Services Manager who has in charge 4 areas: Vendor Management, Recovery, Fraud and Quality.The main responsibilities will be to primarly support 2 areas: Vendor Management and Recovery in terms of data analysis, systems, processes etc. <br/>
<br/>
The position will be responsible for the analysis and reporting of Asia Pacific's Claims Vendor Management and Recovery key business metrics, KPIs, spend analytics across all lines of business. This position is also required to assist in country stakeholders in using procurement platforms and tools, as well as the preparation of presentation materials to senior management and provide the business with relevant information/reports to support business decisions. <br/>
<br/>
In addition this role will also provide Business Analysis to various ongoing projects and new initiatives.<br/>
<br/>
<u>Vendor Management support</u><br/>
- Support in scoping together with the Business, Business requirements and size of the initiave<br/>
- Provide spend data analysis<br/>
- Support due diligence process (use of the tools, engage with external and internal stakeholders)<br/>
<br/>
<u>Recovery support</u><br/>
- Support in scoping out Business Requirements <br/>
- Engage with all countries to understand reports needs and how they can be built and automated<br/>
- Generate monthly reports<br/>
<br/>
<u>Business Analysis</u><br/>
- Produce written documentation to support your work, report on your findings and to present to stakeholders when necessary.<br/>
- Be responsible for understanding, analysing and interpreting business requirements and needs, liaising with key stakeholders to ensure that deliverables meet the needs of internal departments.<br/>
- Prepare requirement analysis and business cases for new projects.<br/>
<br/>
<strong>Requirements:</strong><br/>
<br/>
· Experience in Business analytics<br/>
· Experience in Insurance industry will be preferred<br/>
· Experience in Claims Operations/ Vendor Management across multiple vendor categories would be preferred.<br/>
· Knowledge of Claims vendors and vendor market would be preferred</p><br/>",11:40.1
458ac97b6c4a7ef9bc2b2b2c095959de,https://www.mycareersfuture.sg/job/project-manager-r-systems-821363f2598a3a3fc931a77d1a036ca6,R SYSTEMS (SINGAPORE) PTE LIMITED,Project Manager,Full Time,Manager,Information Technology,<p>Looking for Project Manager who can handle IT Projects </p><br/>,11:40.1
c6672d0be073660f1634bf8890bb00a7,https://www.mycareersfuture.sg/job/business-analyst-short-term-r-systems-bc255a4253bb96809500756d7039b97b,R SYSTEMS (SINGAPORE) PTE LIMITED,Business Analyst : Short Term,Contract,Senior Executive,Information Technology,"<ul>
<li>Serves as the liaison and the reference point between the business and the technical analyst in making sure the requirements are clearly understood and translated to the functional requirements by leveraging on the resources and skill-set within and across the work-streams.</li>
<li><strong>Support functional lead for CWS (our customer portal) </strong>and is responsible to analyze processes and best practices among work-streams to ensure the system is delivered with maximize synergies, quality and efficiencies.</li>
<li>Support delivery manager closely in areas requiring systems and business domain knowledge.</li>
</ul><br/>",11:40.1
cc524e1215b4d3d86488c54948a4cfa8,https://www.mycareersfuture.sg/job/technician-–-security-surveillance-systems-goodman-employment-agency-f73df8486b8991420c1438d54b8922b5,GOODMAN EMPLOYMENT AGENCY,"Technician (Electrical, Electronics, Mechanical) - Security Surveillance Systems","Permanent, Full Time",Fresh/entry level,"Building and Construction, Engineering, Repair and Maintenance","<p><u><strong>Technician</strong></u> (Electrical, Electronics, Mechanical) - Security Surveillance Systems</p><br/>",11:40.1
aedfe74bc5142d9fb2391fa5462a5e4a,https://www.mycareersfuture.sg/job/master-hairstylist-super-star-hair-dressing-beautician-28085c5a6e37959b8b695de90d2ca218,SUPER STAR HAIR DRESSING & BEAUTICIAN PTE. LTD.,Master Hairstylist,Full Time,Executive,Customer Service,<p>Being able to bring in more customers through our excellent service. <br/> abke to manage the team</p><br/><p>Able to lead a team of 3-7 members  <br/> Able to handle fast pace during peak hours</p>,11:40.1
4ea3767512c8e650edc97bc6e5702be7,https://www.mycareersfuture.sg/job/research-associate-analyst-financial-sector-–-singapore-macquarie-capital-securities-45a64e6de2fea61f8c66996219c84296,HUDSON RPO (SINGAPORE) PTE. LTD.,"Research Associate Analyst, Financial Sector - Singapore",Permanent,Professional,Banking and Finance,"<p>Join a high performing equities research team with momentum in Asia. With an entrepreneurial culture, Macquarie has one of the global financial services industry's top performing profitability, growth and shareholder returns. </p><br/><p>As the successful candidate, you will have a tertiary qualification in a quantitative, math, finance or accounting discipline. You should have prior experience gained from equity research area, and some experience in supporting a lead sell-side analyst covering financial stocks (banking/exchanges). You are numerically inclined, with financial analysis, math and accounting skills. Your exceptional communication skills will support you in building good relationships with clients and we appreciate you will enjoy communicating at all levels with the sales team. Python and equivalent skills is a plus and lastly you are fluent in English.</p>",11:40.1
,,,,,,,,
